lep1_pt,lep2_pt,lep3_pt,lep1_charge,lep2_charge,lep3_charge,lep1_d0,lep2_d0,lep3_d0,lep1_d0sig,lep2_d0sig,lep3_d0sig,lep1_e,lep2_e,lep3_e,lep1_eta,lep2_eta,lep3_eta,lep1_phi,lep2_phi,lep3_phi,lep1_ptvarcone30,lep2_ptvarcone30,lep3_ptvarcone30,lep1_topoetcone20,lep2_topoetcone20,lep3_topoetcone20,lep1_z0,lep2_z0,lep3_z0,jet_n,met,met_phi
51.51301,38.36811,7.012583,-1,1,-1,-0.020539928,0.0021914584,-0.09518679,-1.4414139,0.16024446,-1.1823387,222.54385,46.667717,10.828856,2.1427646,0.64643234,1.000955,-2.6789913,-1.4438262,-2.1030722,0.0,0.0,0.0,1.9214499,1.0464107,-1.639005,0.0041046143,-0.035377502,-44.632042,3,12.799643,-2.2099433
48.199665,17.895563,9.149552,-1,1,-1,-0.0018948172,-0.012696193,0.12466535,-0.12570022,-0.6317223,0.9332384,56.57974,28.661036,9.824428,-0.581455,1.0482256,-0.38176197,1.3466028,-2.1304119,-0.8007595,0.0,0.0,0.0,-0.45276764,1.8619455,4.1657715,-0.02387619,-0.02035904,-0.15213013,1,20.742456,-0.38584444
257.66248,50.21287,9.235825,1,-1,1,0.006536602,-0.017883848,-0.11752429,0.47440466,-0.765845,-2.7671013,258.2095,51.007137,9.426368,0.06514952,0.1776313,0.20278229,-1.033336,-1.8278427,3.0490267,0.0,0.0,768.922,5.7188234,1.8649045,486.58994,0.027447224,0.05885291,-1.1138831,1,22.050785,2.8326836
117.08017,38.258125,22.602213,1,-1,-1,-0.014758979,0.00118635,0.024879431,-0.868896,0.060640696,0.50204617,169.25642,66.47462,38.799007,-0.91213167,-1.1500807,-1.1352181,-0.07692964,2.1744878,-2.316487,0.0,5.873352,1.0448135,-0.9282484,0.03896756,0.43358618,-0.073841095,-0.103149414,0.10855675,0,23.961718,-2.6998398
55.19395,22.250875,7.293235,-1,1,1,-0.0007081421,0.0026227548,-0.08425579,-0.047475588,0.14577718,-1.182954,56.34445,26.718428,28.712872,0.20382681,-0.6235387,-2.047011,-0.35499611,-2.905051,-1.4292364,0.0,0.0,2.5014791,-1.1709176,0.28325823,9.427895,-0.065582275,0.04044342,-13.398621,1,17.734488,-1.9654614
368.0934,173.09409,34.64695,-1,1,1,-0.0020199716,-0.04931601,-0.031651277,-0.12811334,-2.97576,-1.6828355,796.70636,173.14029,41.04157,-1.4070688,0.023105368,-0.5985844,-3.0679975,-0.15020508,3.088477,0.0,0.0,0.0,-2.9220777,81.99055,0.083396055,5.1498413e-05,0.0445714,0.013477802,3,178.93777,-0.17470273
80.326096,33.26185,19.102776,-1,1,-1,0.0063598123,-0.016577492,-0.059191585,0.44586325,-0.9772674,-2.3540046,125.91478,68.00946,26.163155,1.0205389,1.3423718,0.8352729,0.8544865,2.874332,2.417344,0.0,0.0,2.9522958,-0.73361135,1.9994369,25.354244,-0.013070822,-0.05958104,0.043186188,1,55.99568,1.7095528
64.01815,55.419907,12.007739,1,-1,1,0.0041977298,0.011087607,-0.085334904,0.2678389,0.6601074,-1.838957,91.99328,81.76456,51.137703,0.9037902,0.94005513,2.1280396,0.5384296,-1.2179012,2.540429,0.0,0.0,6.3413815,-0.40519926,1.4087275,0.306232,-0.05231476,0.013587952,4.461815,1,28.086487,1.2332871
46.802887,41.148632,10.116643,-1,1,1,0.032581136,0.0065495176,0.14995694,1.7728214,0.48266435,6.4951153,49.332577,52.07737,12.113929,-0.32732213,-0.7135866,-0.61846805,-1.4014584,-0.33258593,2.051771,0.0,0.0,4.528088,-0.14205183,0.21506473,9.132261,0.082984924,-0.03136444,-0.059051514,0,57.30211,2.3420851
93.64878,18.379019,10.447787,-1,1,-1,0.0060847336,-0.08402667,-0.0059919893,0.37300506,-4.222057,-0.22749567,214.77553,22.292725,47.632137,1.4718599,0.6415426,-2.1980138,0.736328,-1.8559169,-1.2441951,0.0,0.0,41.870586,3.744649,0.71141785,59.01612,-0.040729523,0.07245445,0.18092918,1,44.260143,-3.0445158
57.435757,32.921146,35.901375,1,1,-1,-0.0059408806,0.004930788,0.004161101,-0.10630305,0.24865331,0.2872122,69.958565,38.94987,36.45976,-0.6489057,0.5963136,0.17614263,-3.115802,1.1297537,0.2831383,0.0,5.8222423,0.0,-1.0215791,4.3124104,-0.2456847,-0.037166595,-0.31363297,0.015930176,2,72.62889,1.2494923
40.723232,26.572147,9.07454,1,-1,1,-0.025650326,0.006516574,-0.015471777,-1.3975717,0.33315304,-0.26638642,183.77206,29.400555,11.646047,-2.187536,-0.45739716,-0.73609775,0.3582541,-2.923173,2.2703717,0.0,0.0,0.0,-0.76267684,0.76063377,-0.3827499,0.042491913,-0.06735039,41.78257,2,24.352274,0.5966303
94.46629,31.428736,25.984346,1,-1,-1,-0.013047948,0.0679683,0.011304054,-0.82074296,1.795254,0.54310036,249.67415,113.867905,33.804157,1.6271819,1.9608498,0.75756735,2.662021,-2.1696997,-0.11097247,0.0,0.0,44.926918,1.075312,0.5866482,16.580013,0.010730743,0.12785625,-0.23991108,0,9.8824835,1.3975196
52.34577,45.31234,7.7297864,-1,1,-1,0.028972663,-0.0070314035,0.33666852,1.562548,-0.35199296,2.706974,137.39766,183.56053,38.60607,1.6197176,2.0765178,2.291299,-0.5659371,2.8796566,3.0036647,0.0,1.0397708,41.154877,0.13982864,-0.2752133,-0.26519558,-0.024147034,0.01153183,2.4959068,3,26.138916,3.0270798
116.73412,32.534744,9.346554,1,-1,1,-0.0032134624,0.012515318,0.032653224,-0.21118154,0.80624974,0.26492998,146.32552,33.62723,18.40589,-0.6977877,0.25842902,1.2990315,-3.1352892,-1.9206928,-3.1054208,0.0,0.0,2.110703,-0.5649018,0.10477161,-0.7730982,-0.098220825,0.022361755,0.32487488,1,11.990571,2.8955894
